playlist_name,track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
4TC,Hemorrhage (In My Hands),Fuel,Something Like Human,5b8WcvxD3oLBxV1oJQmhgy,39,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,audio_features,5b8WcvxD3oLBxV1oJQmhgy,spotify:track:5b8WcvxD3oLBxV1oJQmhgy,https://api.spotify.com/v1/tracks/5b8WcvxD3oLBxV1oJQmhgy,https://api.spotify.com/v1/audio-analysis/5b8WcvxD3oLBxV1oJQmhgy,236867,4,1
4TC,Degausser,Brand New,The Devil And God Are Raging Inside Me,53Y6CfiSLbZyHpY9Cm39WM,44,0.559,0.814,4,-3.157,0,0.0544,0.217,2.29e-05,0.0968,0.164,143.851,audio_features,53Y6CfiSLbZyHpY9Cm39WM,spotify:track:53Y6CfiSLbZyHpY9Cm39WM,https://api.spotify.com/v1/tracks/53Y6CfiSLbZyHpY9Cm39WM,https://api.spotify.com/v1/audio-analysis/53Y6CfiSLbZyHpY9Cm39WM,324907,4,1
4TC,Raise Hell,(Hed) P.E.,Only In Amerika,3MmNP0Ey7mtyWY6DbsibtW,0,0.576,0.967,2,-3.733,1,0.093,0.0122,0.0,0.26,0.517,146.04,audio_features,3MmNP0Ey7mtyWY6DbsibtW,spotify:track:3MmNP0Ey7mtyWY6DbsibtW,https://api.spotify.com/v1/tracks/3MmNP0Ey7mtyWY6DbsibtW,https://api.spotify.com/v1/audio-analysis/3MmNP0Ey7mtyWY6DbsibtW,309667,4,1
4TC,"Okay I Believe You, But My Tommy Gun Don't",Brand New,Deja Entendu,2WX6hfQa4BqbPTS0o4aSDV,48,0.737,0.59,3,-7.858,0,0.0399,0.525,1.05e-06,0.0972,0.473,110.963,audio_features,2WX6hfQa4BqbPTS0o4aSDV,spotify:track:2WX6hfQa4BqbPTS0o4aSDV,https://api.spotify.com/v1/tracks/2WX6hfQa4BqbPTS0o4aSDV,https://api.spotify.com/v1/audio-analysis/2WX6hfQa4BqbPTS0o4aSDV,335373,4,0
4TC,The Thin Grey Line,$uicideboy$,New World Depression,1d966178PJg6b4kcXqoYF3,71,0.761,0.806,1,-4.926,1,0.174,0.0232,1.66e-05,0.277,0.381,142.908,audio_features,1d966178PJg6b4kcXqoYF3,spotify:track:1d966178PJg6b4kcXqoYF3,https://api.spotify.com/v1/tracks/1d966178PJg6b4kcXqoYF3,https://api.spotify.com/v1/audio-analysis/1d966178PJg6b4kcXqoYF3,105724,4,2
4TC,For the Last Time,$uicideboy$,For the Last Time,240audWazVjwvwh7XwfSZE,75,0.844,0.533,1,-9.612,1,0.552,0.0735,3.46e-06,0.0953,0.23,140.078,audio_features,240audWazVjwvwh7XwfSZE,spotify:track:240audWazVjwvwh7XwfSZE,https://api.spotify.com/v1/tracks/240audWazVjwvwh7XwfSZE,https://api.spotify.com/v1/audio-analysis/240audWazVjwvwh7XwfSZE,156081,4,0
4TC,Black Helicopters,Non Phixion,Black Helicopters,3GlkM25Tr6u3Qc151a7vx9,18,0.646,0.799,6,-5.381,0,0.133,0.101,0.0,0.0801,0.604,88.082,audio_features,3GlkM25Tr6u3Qc151a7vx9,spotify:track:3GlkM25Tr6u3Qc151a7vx9,https://api.spotify.com/v1/tracks/3GlkM25Tr6u3Qc151a7vx9,https://api.spotify.com/v1/audio-analysis/3GlkM25Tr6u3Qc151a7vx9,247040,4,1
4TC,"ULTRAMAN - From The Netflix Film ""Ultraman: Rising""",Diplo,"ULTRAMAN (From The Netflix Film ""Ultraman: Rising"")",6qjUr0g56tRAWRdQ3IQYdL,53,0.609,0.789,1,-5.089,1,0.0551,0.000213,0.000177,0.298,0.33,123.037,audio_features,6qjUr0g56tRAWRdQ3IQYdL,spotify:track:6qjUr0g56tRAWRdQ3IQYdL,https://api.spotify.com/v1/tracks/6qjUr0g56tRAWRdQ3IQYdL,https://api.spotify.com/v1/audio-analysis/6qjUr0g56tRAWRdQ3IQYdL,204000,4,1
4TC,Dat New New - Remix,DCG,Annoyya,2MVdg4oqmSKuZDd8vtEyog,28,0.573,0.724,1,-6.307,0,0.056,0.122,0.0,0.0897,0.862,175.949,audio_features,2MVdg4oqmSKuZDd8vtEyog,spotify:track:2MVdg4oqmSKuZDd8vtEyog,https://api.spotify.com/v1/tracks/2MVdg4oqmSKuZDd8vtEyog,https://api.spotify.com/v1/audio-analysis/2MVdg4oqmSKuZDd8vtEyog,229760,4,1
4TC,LUNCH,Billie Eilish,HIT ME HARD AND SOFT,629DixmZGHc7ILtEntuiWE,86,0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,audio_features,629DixmZGHc7ILtEntuiWE,spotify:track:629DixmZGHc7ILtEntuiWE,https://api.spotify.com/v1/tracks/629DixmZGHc7ILtEntuiWE,https://api.spotify.com/v1/audio-analysis/629DixmZGHc7ILtEntuiWE,179587,4,0
4TC,American Boy,Estelle,Shine,6etwirSInfuJrSOlogS6Sh,77,0.693,0.729,0,-2.99,1,0.378,0.171,0.0,0.07,0.521,117.848,audio_features,6etwirSInfuJrSOlogS6Sh,spotify:track:6etwirSInfuJrSOlogS6Sh,https://api.spotify.com/v1/tracks/6etwirSInfuJrSOlogS6Sh,https://api.spotify.com/v1/audio-analysis/6etwirSInfuJrSOlogS6Sh,284733,4,0
4TC,L'Amour Toujours,Gigi D'Agostino,L'Amour Toujours,52LJ3hyknOijCrE5gCD0rE,74,0.638,0.877,7,-4.449,1,0.0302,0.0771,0.0221,0.364,0.743,139.052,audio_features,52LJ3hyknOijCrE5gCD0rE,spotify:track:52LJ3hyknOijCrE5gCD0rE,https://api.spotify.com/v1/tracks/52LJ3hyknOijCrE5gCD0rE,https://api.spotify.com/v1/audio-analysis/52LJ3hyknOijCrE5gCD0rE,242053,4,2
4TC,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],6PUIzlqotEmPuBfjbwYWOB,72,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,audio_features,6PUIzlqotEmPuBfjbwYWOB,spotify:track:6PUIzlqotEmPuBfjbwYWOB,https://api.spotify.com/v1/tracks/6PUIzlqotEmPuBfjbwYWOB,https://api.spotify.com/v1/audio-analysis/6PUIzlqotEmPuBfjbwYWOB,214912,4,1
4TC,Linger,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",0gEyKnHvgkrkBM6fbeHdwK,83,0.439,0.434,7,-14.918,1,0.0265,0.0783,5.18e-05,0.14,0.204,94.843,audio_features,0gEyKnHvgkrkBM6fbeHdwK,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,274707,4,0
4TC,Jealous,Eyedress,Jealous,1aXV8GrmQLvgoFtBPERP7E,83,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,audio_features,1aXV8GrmQLvgoFtBPERP7E,spotify:track:1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/tracks/1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/audio-analysis/1aXV8GrmQLvgoFtBPERP7E,122339,4,3
4TC,Protect Ya Neck,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],1Sgj10byiGzPpI2IrXSFEn,64,0.822,0.509,8,-12.31,0,0.415,0.0353,7.26e-06,0.771,0.823,102.007,audio_features,1Sgj10byiGzPpI2IrXSFEn,spotify:track:1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/tracks/1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/audio-analysis/1Sgj10byiGzPpI2IrXSFEn,291267,4,2
4TC,Summertime Sadness,Lana Del Rey,Born To Die – Paradise Edition (Special Version),1Ist6PR2BZR3n2z2Y5R6S1,72,0.566,0.647,1,-6.815,0,0.0335,0.0477,0.0,0.121,0.22,111.96,audio_features,1Ist6PR2BZR3n2z2Y5R6S1,spotify:track:1Ist6PR2BZR3n2z2Y5R6S1,https://api.spotify.com/v1/tracks/1Ist6PR2BZR3n2z2Y5R6S1,https://api.spotify.com/v1/audio-analysis/1Ist6PR2BZR3n2z2Y5R6S1,264773,4,1
4TC,Dancin - Krono Remix,Aaron Smith,Ibiza 2019,4IlqQhaxrGPxmg35YcXXuS,73,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,audio_features,4IlqQhaxrGPxmg35YcXXuS,spotify:track:4IlqQhaxrGPxmg35YcXXuS,https://api.spotify.com/v1/tracks/4IlqQhaxrGPxmg35YcXXuS,https://api.spotify.com/v1/audio-analysis/4IlqQhaxrGPxmg35YcXXuS,256000,4,0
4TC,Calling All Cars,Senses Fail,Still Searching (Deluxe Version),2NnqiBe3fmYkYDo0OXe4CQ,55,0.372,0.96,2,-3.163,1,0.097,3.36e-05,1.61e-05,0.271,0.539,168.112,audio_features,2NnqiBe3fmYkYDo0OXe4CQ,spotify:track:2NnqiBe3fmYkYDo0OXe4CQ,https://api.spotify.com/v1/tracks/2NnqiBe3fmYkYDo0OXe4CQ,https://api.spotify.com/v1/audio-analysis/2NnqiBe3fmYkYDo0OXe4CQ,203573,4,1
4TC,Not Like Us,Kendrick Lamar,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,88,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,audio_features,6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,274192,4,0
4TC,Mamushi (feat. Yuki Chiba),Megan Thee Stallion,MEGAN,5b3XJ1pjrHO5JtY2PcTjnI,81,0.892,0.531,1,-4.968,1,0.207,0.033,0.0,0.0824,0.209,81.036,audio_features,5b3XJ1pjrHO5JtY2PcTjnI,spotify:track:5b3XJ1pjrHO5JtY2PcTjnI,https://api.spotify.com/v1/tracks/5b3XJ1pjrHO5JtY2PcTjnI,https://api.spotify.com/v1/audio-analysis/5b3XJ1pjrHO5JtY2PcTjnI,156988,4,0
4TC,Houdini,Eminem,The Death of Slim Shady (Coup De Grâce),1CDQzbCz4KSQxHe7LMEgRM,78,0.936,0.878,9,-2.798,0,0.0723,0.0283,2.31e-06,0.0689,0.902,126.992,audio_features,1CDQzbCz4KSQxHe7LMEgRM,spotify:track:1CDQzbCz4KSQxHe7LMEgRM,https://api.spotify.com/v1/tracks/1CDQzbCz4KSQxHe7LMEgRM,https://api.spotify.com/v1/audio-analysis/1CDQzbCz4KSQxHe7LMEgRM,227032,4,0
4TC,Sundress,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,81,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,audio_features,2aPTvyE09vUCRwVvj0I8WK,spotify:track:2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/tracks/2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/audio-analysis/2aPTvyE09vUCRwVvj0I8WK,158206,4,0
4TC,Disparate Youth,Santigold,Master of My Make-Believe,0t2QiRkpag0fAgs9zuCPlH,57,0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,audio_features,0t2QiRkpag0fAgs9zuCPlH,spotify:track:0t2QiRkpag0fAgs9zuCPlH,https://api.spotify.com/v1/tracks/0t2QiRkpag0fAgs9zuCPlH,https://api.spotify.com/v1/audio-analysis/0t2QiRkpag0fAgs9zuCPlH,284400,4,3
4TC,Outside,Staind,Break the Cycle,50Re2bLgXqG9qN7v2QHNTm,65,0.515,0.594,1,-4.708,1,0.0262,0.00844,0.00658,0.0752,0.218,146.564,audio_features,50Re2bLgXqG9qN7v2QHNTm,spotify:track:50Re2bLgXqG9qN7v2QHNTm,https://api.spotify.com/v1/tracks/50Re2bLgXqG9qN7v2QHNTm,https://api.spotify.com/v1/audio-analysis/50Re2bLgXqG9qN7v2QHNTm,293133,4,1
4TC,Sweater Weather,The Neighbourhood,I Love You.,2QjOHCTQ1Jl3zawyYOpxh6,90,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4,1
4TC,Phone Home,Lil Wayne,Tha Carter III,2HzGcYDlF6pCgOXdXY5zXQ,43,0.584,0.639,0,-6.681,0,0.162,0.0684,0.0,0.143,0.268,148.033,audio_features,2HzGcYDlF6pCgOXdXY5zXQ,spotify:track:2HzGcYDlF6pCgOXdXY5zXQ,https://api.spotify.com/v1/tracks/2HzGcYDlF6pCgOXdXY5zXQ,https://api.spotify.com/v1/audio-analysis/2HzGcYDlF6pCgOXdXY5zXQ,191667,4,1
4TC,505,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),58ge6dfP91o9oXMzq3XkIS,79,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,audio_features,58ge6dfP91o9oXMzq3XkIS,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4,1
4TC,Ruby,Kaiser Chiefs,"Yours Truly, Angry Mob",2fAIfPLrPUTW1AmJRR428Q,58,0.45,0.939,5,-2.819,0,0.0513,0.00677,4.6e-06,0.0774,0.437,93.415,audio_features,2fAIfPLrPUTW1AmJRR428Q,spotify:track:2fAIfPLrPUTW1AmJRR428Q,https://api.spotify.com/v1/tracks/2fAIfPLrPUTW1AmJRR428Q,https://api.spotify.com/v1/audio-analysis/2fAIfPLrPUTW1AmJRR428Q,204200,4,1
4TC,Sweater Weather,NEOTEK,Sweater Weather,5gsAsuO9RFQsDkjhFdlLiI,36,0.515,0.878,7,-3.682,0,0.0434,0.0611,0.00144,0.388,0.125,140.03,audio_features,5gsAsuO9RFQsDkjhFdlLiI,spotify:track:5gsAsuO9RFQsDkjhFdlLiI,https://api.spotify.com/v1/tracks/5gsAsuO9RFQsDkjhFdlLiI,https://api.spotify.com/v1/audio-analysis/5gsAsuO9RFQsDkjhFdlLiI,174857,4,1
4TC,Big Dawgs,Hanumankind,Big Dawgs,0OA00aPt3BV10qeMIs3meW,86,0.464,0.745,4,-3.202,0,0.161,0.0235,0.0,0.363,0.262,180.098,audio_features,0OA00aPt3BV10qeMIs3meW,spotify:track:0OA00aPt3BV10qeMIs3meW,https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW,https://api.spotify.com/v1/audio-analysis/0OA00aPt3BV10qeMIs3meW,190667,4,1
4TC,DOUGHBOY (feat. Terror Reid),Joey Valence & Brae,NO HANDS,6rPV5fYrTRPmq4oZ9oXVoW,51,0.851,0.89,10,-1.046,0,0.222,0.0904,0.0,0.1,0.536,100.021,audio_features,6rPV5fYrTRPmq4oZ9oXVoW,spotify:track:6rPV5fYrTRPmq4oZ9oXVoW,https://api.spotify.com/v1/tracks/6rPV5fYrTRPmq4oZ9oXVoW,https://api.spotify.com/v1/audio-analysis/6rPV5fYrTRPmq4oZ9oXVoW,173769,4,1
4TC,Da Mystery of Chessboxin',Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],4xOTVtbCPcfxMs2hSt9D6i,57,0.928,0.356,2,-12.148,1,0.416,0.32,0.0,0.258,0.342,105.148,audio_features,4xOTVtbCPcfxMs2hSt9D6i,spotify:track:4xOTVtbCPcfxMs2hSt9D6i,https://api.spotify.com/v1/tracks/4xOTVtbCPcfxMs2hSt9D6i,https://api.spotify.com/v1/audio-analysis/4xOTVtbCPcfxMs2hSt9D6i,287493,4,0
4TC,Hit 'Em Up - Single Version,2Pac,Greatest Hits,0Z2J91b2iTGLVTZC4fKgxf,80,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,audio_features,0Z2J91b2iTGLVTZC4fKgxf,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/tracks/0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/audio-analysis/0Z2J91b2iTGLVTZC4fKgxf,312627,4,0
4TC,Nomu,Good Kid,Nomu,1hgb3hxKtCpX4tI0hrP46K,53,0.319,0.895,1,-3.877,0,0.0927,0.00224,0.0,0.149,0.655,90.529,audio_features,1hgb3hxKtCpX4tI0hrP46K,spotify:track:1hgb3hxKtCpX4tI0hrP46K,https://api.spotify.com/v1/tracks/1hgb3hxKtCpX4tI0hrP46K,https://api.spotify.com/v1/audio-analysis/1hgb3hxKtCpX4tI0hrP46K,169541,4,1
4TC,These Words,Badger,These Words,7leW1Dmvs9A4oDh9i5Qwpz,75,0.595,0.989,5,-2.695,1,0.0736,0.017,0.0,0.321,0.223,129.989,audio_features,7leW1Dmvs9A4oDh9i5Qwpz,spotify:track:7leW1Dmvs9A4oDh9i5Qwpz,https://api.spotify.com/v1/tracks/7leW1Dmvs9A4oDh9i5Qwpz,https://api.spotify.com/v1/audio-analysis/7leW1Dmvs9A4oDh9i5Qwpz,136580,4,1
4TC,Flaws,Bastille,All This Bad Blood,14qPtxNN9MBdqKpP6l5q6G,50,0.57,0.657,8,-6.987,1,0.0356,0.405,1.86e-06,0.0723,0.41,144.247,audio_features,14qPtxNN9MBdqKpP6l5q6G,spotify:track:14qPtxNN9MBdqKpP6l5q6G,https://api.spotify.com/v1/tracks/14qPtxNN9MBdqKpP6l5q6G,https://api.spotify.com/v1/audio-analysis/14qPtxNN9MBdqKpP6l5q6G,218800,4,0
4TC,South Carolina,Black Girls,Hell Dragon,1BkHAQzcfnB4pgKiX1GOtF,22,0.431,0.54,11,-8.523,1,0.0293,0.0929,0.0,0.516,0.787,95.448,audio_features,1BkHAQzcfnB4pgKiX1GOtF,spotify:track:1BkHAQzcfnB4pgKiX1GOtF,https://api.spotify.com/v1/tracks/1BkHAQzcfnB4pgKiX1GOtF,https://api.spotify.com/v1/audio-analysis/1BkHAQzcfnB4pgKiX1GOtF,292840,4,2
4TC,Femininomenon,Chappell Roan,The Rise and Fall of a Midwest Princess,53IRnAWx13PYmoVYtemUBS,81,0.609,0.758,0,-4.885,0,0.0525,0.139,5.38e-06,0.11,0.236,124.949,audio_features,53IRnAWx13PYmoVYtemUBS,spotify:track:53IRnAWx13PYmoVYtemUBS,https://api.spotify.com/v1/tracks/53IRnAWx13PYmoVYtemUBS,https://api.spotify.com/v1/audio-analysis/53IRnAWx13PYmoVYtemUBS,219711,4,1
4TC,The Spark,Kabin Crew,The Spark,0bhnFakmRioZbuQcmhVwoH,70,0.841,0.864,6,-4.437,0,0.237,0.0531,5.75e-06,0.204,0.647,173.931,audio_features,0bhnFakmRioZbuQcmhVwoH,spotify:track:0bhnFakmRioZbuQcmhVwoH,https://api.spotify.com/v1/tracks/0bhnFakmRioZbuQcmhVwoH,https://api.spotify.com/v1/audio-analysis/0bhnFakmRioZbuQcmhVwoH,146385,4,0
4TC,HOT ONE (with TiaCorine & A$AP Ferg),Denzel Curry,King Of The Mischievous South Vol. 2,2TmS5wJTfWrpFgakSSTdCi,66,0.788,0.715,5,-5.211,1,0.119,0.698,0.0,0.152,0.819,81.523,audio_features,2TmS5wJTfWrpFgakSSTdCi,spotify:track:2TmS5wJTfWrpFgakSSTdCi,https://api.spotify.com/v1/tracks/2TmS5wJTfWrpFgakSSTdCi,https://api.spotify.com/v1/audio-analysis/2TmS5wJTfWrpFgakSSTdCi,165271,4,0
4TC,By the Sword,iamjakehill,bad times friend...,5vkDSUiDwvOzJw5jGuWF48,54,0.685,0.76,2,-7.813,1,0.0506,0.0197,0.153,0.0869,0.778,160.037,audio_features,5vkDSUiDwvOzJw5jGuWF48,spotify:track:5vkDSUiDwvOzJw5jGuWF48,https://api.spotify.com/v1/tracks/5vkDSUiDwvOzJw5jGuWF48,https://api.spotify.com/v1/audio-analysis/5vkDSUiDwvOzJw5jGuWF48,125812,4,0
4TC,Guess featuring billie eilish,Charli xcx,Guess featuring Billie Eilish,3WOhcATHxK2SLNeP5W3v1v,86,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,audio_features,3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v,145219,4,0
4TC,Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess,1k2pQc5i348DCHwbn5KTdc,86,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,audio_features,1k2pQc5i348DCHwbn5KTdc,spotify:track:1k2pQc5i348DCHwbn5KTdc,https://api.spotify.com/v1/tracks/1k2pQc5i348DCHwbn5KTdc,https://api.spotify.com/v1/audio-analysis/1k2pQc5i348DCHwbn5KTdc,258035,4,0
4TC,Pompeii,Bastille,Bad Blood,3gbBpTdY8lnQwqxNCcf795,68,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,audio_features,3gbBpTdY8lnQwqxNCcf795,spotify:track:3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/tracks/3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/audio-analysis/3gbBpTdY8lnQwqxNCcf795,214148,4,0
4TC,SPINE,WesGhost,SPINE,6Stz1dIY7OD61gU7SdVR22,59,0.414,0.934,2,-5.279,1,0.107,0.00362,6.78e-05,0.368,0.306,149.98,audio_features,6Stz1dIY7OD61gU7SdVR22,spotify:track:6Stz1dIY7OD61gU7SdVR22,https://api.spotify.com/v1/tracks/6Stz1dIY7OD61gU7SdVR22,https://api.spotify.com/v1/audio-analysis/6Stz1dIY7OD61gU7SdVR22,180716,4,1
4TC,Thank You (Not So Bad),Dimitri Vegas & Like Mike,Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,81,0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,audio_features,09CnYHiZ5jGT1wr1TXJ9Zt,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,https://api.spotify.com/v1/tracks/09CnYHiZ5jGT1wr1TXJ9Zt,https://api.spotify.com/v1/audio-analysis/09CnYHiZ5jGT1wr1TXJ9Zt,140000,4,2
4TC,A Boy Brushed Red Living In Black And White,Underoath,They're Only Chasing Safety,47IWLfIKOKhFnz1FUEUIkE,59,0.419,0.932,1,-3.604,0,0.106,0.00171,0.0,0.137,0.445,169.881,audio_features,47IWLfIKOKhFnz1FUEUIkE,spotify:track:47IWLfIKOKhFnz1FUEUIkE,https://api.spotify.com/v1/tracks/47IWLfIKOKhFnz1FUEUIkE,https://api.spotify.com/v1/audio-analysis/47IWLfIKOKhFnz1FUEUIkE,268000,4,1
4TC,Conceited,Lola Young,This Wasn't Meant For You Anyway,5ZdqVCiXrvMGpY8cux5g8t,62,0.764,0.44,11,-5.009,0,0.0619,0.337,0.0,0.542,0.844,92.021,audio_features,5ZdqVCiXrvMGpY8cux5g8t,spotify:track:5ZdqVCiXrvMGpY8cux5g8t,https://api.spotify.com/v1/tracks/5ZdqVCiXrvMGpY8cux5g8t,https://api.spotify.com/v1/audio-analysis/5ZdqVCiXrvMGpY8cux5g8t,239453,4,2
4TC,How You Remind Me,Nickelback,Silver Side Up,0gmbgwZ8iqyMPmXefof8Yf,83,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840,4,1
4TC,Red Wine Supernova,Chappell Roan,The Rise and Fall of a Midwest Princess,7FOgcfdz9Nx5V9lCNXdBYv,84,0.657,0.82,9,-4.448,1,0.0441,0.0176,0.0,0.0847,0.709,124.041,audio_features,7FOgcfdz9Nx5V9lCNXdBYv,spotify:track:7FOgcfdz9Nx5V9lCNXdBYv,https://api.spotify.com/v1/tracks/7FOgcfdz9Nx5V9lCNXdBYv,https://api.spotify.com/v1/audio-analysis/7FOgcfdz9Nx5V9lCNXdBYv,192721,4,1
4TC,Pepas,Farruko,La 167,2B4GHvToeLTOBB4QLzW3Ni,66,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,2B4GHvToeLTOBB4QLzW3Ni,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,https://api.spotify.com/v1/tracks/2B4GHvToeLTOBB4QLzW3Ni,https://api.spotify.com/v1/audio-analysis/2B4GHvToeLTOBB4QLzW3Ni,287120,4,1
4TC,Bulletproof,La Roux,La Roux,3kMrazSvILsgcwtidZd1Qd,71,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.62e-05,0.068,0.682,123.017,audio_features,3kMrazSvILsgcwtidZd1Qd,spotify:track:3kMrazSvILsgcwtidZd1Qd,https://api.spotify.com/v1/tracks/3kMrazSvILsgcwtidZd1Qd,https://api.spotify.com/v1/audio-analysis/3kMrazSvILsgcwtidZd1Qd,205733,4,1
4TC,scars,Novulent,VOL. 1,0c683aCGn2mXMU1I9Js449,71,0.339,0.842,9,-4.65,1,0.048,0.00317,1.4e-05,0.107,0.144,83.942,audio_features,0c683aCGn2mXMU1I9Js449,spotify:track:0c683aCGn2mXMU1I9Js449,https://api.spotify.com/v1/tracks/0c683aCGn2mXMU1I9Js449,https://api.spotify.com/v1/audio-analysis/0c683aCGn2mXMU1I9Js449,95002,4,1
4TC,Electric Avenue,Eddy Grant,Killer On The Rampage,5WeuqW7eiIj27OiB1hV2BF,49,0.974,0.403,2,-12.943,1,0.273,0.106,0.00207,0.0786,0.755,121.97,audio_features,5WeuqW7eiIj27OiB1hV2BF,spotify:track:5WeuqW7eiIj27OiB1hV2BF,https://api.spotify.com/v1/tracks/5WeuqW7eiIj27OiB1hV2BF,https://api.spotify.com/v1/audio-analysis/5WeuqW7eiIj27OiB1hV2BF,227933,4,0
4TC,on the verge,thrown,on the verge,75dS4i4yFu4R4WBrneLXIC,55,0.536,0.97,2,-2.317,1,0.158,0.000134,0.031,0.308,0.704,99.911,audio_features,75dS4i4yFu4R4WBrneLXIC,spotify:track:75dS4i4yFu4R4WBrneLXIC,https://api.spotify.com/v1/tracks/75dS4i4yFu4R4WBrneLXIC,https://api.spotify.com/v1/audio-analysis/75dS4i4yFu4R4WBrneLXIC,134401,4,2
4TC,Crepuscolo Sul Mare,Piero Umiliani,La Legge Dei Gangsters,3c07yD1n2fRvcD9wY638hg,55,0.269,0.443,5,-12.812,1,0.0315,0.973,0.907,0.111,0.363,100.295,audio_features,3c07yD1n2fRvcD9wY638hg,spotify:track:3c07yD1n2fRvcD9wY638hg,https://api.spotify.com/v1/tracks/3c07yD1n2fRvcD9wY638hg,https://api.spotify.com/v1/audio-analysis/3c07yD1n2fRvcD9wY638hg,167314,4,3
