playlist_name,track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
4TC,FLY,Quavo,FLY,5CJ3DQPUmrtI2lqRjPk4K6,72,0.624,0.816,7,-2.606,1,0.0334,0.0102,1.33e-05,0.194,0.635,159.974,audio_features,5CJ3DQPUmrtI2lqRjPk4K6,spotify:track:5CJ3DQPUmrtI2lqRjPk4K6,https://api.spotify.com/v1/tracks/5CJ3DQPUmrtI2lqRjPk4K6,https://api.spotify.com/v1/audio-analysis/5CJ3DQPUmrtI2lqRjPk4K6,157173,4,1
4TC,Cool Kids,Echosmith,Talking Dreams (Deluxe Edition),13P5rwmk2EsoFRIz9UCeh9,69,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,audio_features,13P5rwmk2EsoFRIz9UCeh9,spotify:track:13P5rwmk2EsoFRIz9UCeh9,https://api.spotify.com/v1/tracks/13P5rwmk2EsoFRIz9UCeh9,https://api.spotify.com/v1/audio-analysis/13P5rwmk2EsoFRIz9UCeh9,237627,4,0
4TC,Montagem Mysterious Game,LXNGVX,Montagem Mysterious Game,7vOmSP2647oNUGGEhWd1cr,77,0.537,0.64,1,-10.441,1,0.104,0.146,0.878,0.157,0.222,130.051,audio_features,7vOmSP2647oNUGGEhWd1cr,spotify:track:7vOmSP2647oNUGGEhWd1cr,https://api.spotify.com/v1/tracks/7vOmSP2647oNUGGEhWd1cr,https://api.spotify.com/v1/audio-analysis/7vOmSP2647oNUGGEhWd1cr,103495,4,3
4TC,grayout,thrown,grayout,6IZ7Pg6C3vduV2gQsycrYS,48,0.41,0.985,10,-2.189,0,0.136,2.01e-05,0.00671,0.226,0.373,80.351,audio_features,6IZ7Pg6C3vduV2gQsycrYS,spotify:track:6IZ7Pg6C3vduV2gQsycrYS,https://api.spotify.com/v1/tracks/6IZ7Pg6C3vduV2gQsycrYS,https://api.spotify.com/v1/audio-analysis/6IZ7Pg6C3vduV2gQsycrYS,120155,4,1
4TC,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,A Fever You Can't Sweat Out,5eB7w8UZJKjL5XmnC6Pctg,63,0.66,0.8,8,-4.644,1,0.0992,0.106,0.0,0.154,0.476,125.966,audio_features,5eB7w8UZJKjL5XmnC6Pctg,spotify:track:5eB7w8UZJKjL5XmnC6Pctg,https://api.spotify.com/v1/tracks/5eB7w8UZJKjL5XmnC6Pctg,https://api.spotify.com/v1/audio-analysis/5eB7w8UZJKjL5XmnC6Pctg,200227,4,1
4TC,Pursuit Of Happiness - Extended Steve Aoki Remix,Kid Cudi,Pursuit Of Happiness (International Version),7m47Go71qTMBs4kTH7U8F8,48,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,audio_features,7m47Go71qTMBs4kTH7U8F8,spotify:track:7m47Go71qTMBs4kTH7U8F8,https://api.spotify.com/v1/tracks/7m47Go71qTMBs4kTH7U8F8,https://api.spotify.com/v1/audio-analysis/7m47Go71qTMBs4kTH7U8F8,373547,4,1
4TC,Hard Times,Paramore,After Laughter,0w5Bdu51Ka25Pf3hojsKHh,72,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,audio_features,0w5Bdu51Ka25Pf3hojsKHh,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,https://api.spotify.com/v1/tracks/0w5Bdu51Ka25Pf3hojsKHh,https://api.spotify.com/v1/audio-analysis/0w5Bdu51Ka25Pf3hojsKHh,182693,4,1
4TC,4AM,Kringe,4AM,5atQp8KJYDktlNKfw5nxVv,40,0.798,0.557,1,-7.862,0,0.0578,0.596,0.00215,0.111,0.393,117.044,audio_features,5atQp8KJYDktlNKfw5nxVv,spotify:track:5atQp8KJYDktlNKfw5nxVv,https://api.spotify.com/v1/tracks/5atQp8KJYDktlNKfw5nxVv,https://api.spotify.com/v1/audio-analysis/5atQp8KJYDktlNKfw5nxVv,165135,4,0
4TC,Heybb!,binki,Heybb!,3sN85u5M7FoMmHa8E2aViO,48,0.654,0.972,6,-2.872,0,0.103,0.0174,0.0,0.402,0.687,117.009,audio_features,3sN85u5M7FoMmHa8E2aViO,spotify:track:3sN85u5M7FoMmHa8E2aViO,https://api.spotify.com/v1/tracks/3sN85u5M7FoMmHa8E2aViO,https://api.spotify.com/v1/audio-analysis/3sN85u5M7FoMmHa8E2aViO,148608,4,2
4TC,t r a n s p a r e n t s o u l feat. Kid Cudi & Travis Barker - Remix,WILLOW,t r a n s p a r e n t s o u l feat. Kid Cudi & Travis Barker (Remix),7eCEFon46sdQ93C9Bn1A1U,32,0.43,0.689,11,-5.629,0,0.0491,0.0246,0.0,0.214,0.29,89.827,audio_features,7eCEFon46sdQ93C9Bn1A1U,spotify:track:7eCEFon46sdQ93C9Bn1A1U,https://api.spotify.com/v1/tracks/7eCEFon46sdQ93C9Bn1A1U,https://api.spotify.com/v1/audio-analysis/7eCEFon46sdQ93C9Bn1A1U,199241,4,1
4TC,I Hate You,Oliver Tree,Cowboy Tears Drown the World in a Swimming Pool of Sorrow (Deluxe),4i6xqPtcyz470NNO2LzFZ4,38,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,audio_features,4i6xqPtcyz470NNO2LzFZ4,spotify:track:4i6xqPtcyz470NNO2LzFZ4,https://api.spotify.com/v1/tracks/4i6xqPtcyz470NNO2LzFZ4,https://api.spotify.com/v1/audio-analysis/4i6xqPtcyz470NNO2LzFZ4,162878,4,0
4TC,Cosmic Love,Florence + The Machine,Lungs (Deluxe Version),1myEOhXztRxUVfaAEQiKkU,61,0.518,0.809,9,-5.451,0,0.0382,0.137,0.000239,0.119,0.0957,140.065,audio_features,1myEOhXztRxUVfaAEQiKkU,spotify:track:1myEOhXztRxUVfaAEQiKkU,https://api.spotify.com/v1/tracks/1myEOhXztRxUVfaAEQiKkU,https://api.spotify.com/v1/audio-analysis/1myEOhXztRxUVfaAEQiKkU,255907,4,1
4TC,Kiss With A Fist,Florence + The Machine,Lungs (Deluxe Version),0qnzHn8plo9r10x69uFJYS,57,0.406,0.778,2,-5.383,1,0.114,0.00154,0.000287,0.0565,0.692,106.933,audio_features,0qnzHn8plo9r10x69uFJYS,spotify:track:0qnzHn8plo9r10x69uFJYS,https://api.spotify.com/v1/tracks/0qnzHn8plo9r10x69uFJYS,https://api.spotify.com/v1/audio-analysis/0qnzHn8plo9r10x69uFJYS,124240,4,1
4TC,Video Killed The Radio Star,The Buggles,The Age Of Plastic,7o7E1nrHWncYY7PY94gCiX,68,0.682,0.679,1,-11.548,1,0.0755,0.103,0.00831,0.204,0.251,131.157,audio_features,7o7E1nrHWncYY7PY94gCiX,spotify:track:7o7E1nrHWncYY7PY94gCiX,https://api.spotify.com/v1/tracks/7o7E1nrHWncYY7PY94gCiX,https://api.spotify.com/v1/audio-analysis/7o7E1nrHWncYY7PY94gCiX,252773,4,0
4TC,Bird Song,Florence + The Machine,Lungs (Deluxe Version),3E808MYkHCW0Ir9jSRojtr,47,0.459,0.515,0,-6.827,1,0.0639,0.747,0.000217,0.109,0.238,119.34,audio_features,3E808MYkHCW0Ir9jSRojtr,spotify:track:3E808MYkHCW0Ir9jSRojtr,https://api.spotify.com/v1/tracks/3E808MYkHCW0Ir9jSRojtr,https://api.spotify.com/v1/audio-analysis/3E808MYkHCW0Ir9jSRojtr,175560,4,0
4TC,Bugatti (feat. Pusha T) [Jauz Remix],Tiga,Bugatti (Remixes 2) featuring Pusha T,6bHx9JhuB1cQnRNvzf3ADN,0,0.883,0.922,9,-5.161,1,0.137,0.124,0.0233,0.258,0.491,128.018,audio_features,6bHx9JhuB1cQnRNvzf3ADN,spotify:track:6bHx9JhuB1cQnRNvzf3ADN,https://api.spotify.com/v1/tracks/6bHx9JhuB1cQnRNvzf3ADN,https://api.spotify.com/v1/audio-analysis/6bHx9JhuB1cQnRNvzf3ADN,330000,4,2
4TC,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,5BB0Jzw60KyfSTyjJqtely,68,0.411,0.986,8,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981,audio_features,5BB0Jzw60KyfSTyjJqtely,spotify:track:5BB0Jzw60KyfSTyjJqtely,https://api.spotify.com/v1/tracks/5BB0Jzw60KyfSTyjJqtely,https://api.spotify.com/v1/audio-analysis/5BB0Jzw60KyfSTyjJqtely,205960,4,1
4TC,Teenagers,My Chemical Romance,The Black Parade,7j31rVgGX9Q2blT92VBEA0,78,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,audio_features,7j31rVgGX9Q2blT92VBEA0,spotify:track:7j31rVgGX9Q2blT92VBEA0,https://api.spotify.com/v1/tracks/7j31rVgGX9Q2blT92VBEA0,https://api.spotify.com/v1/audio-analysis/7j31rVgGX9Q2blT92VBEA0,161920,4,1
4TC,Get Got,Death Grips,The Money Store,781V2Y5LPtcpgONEOadadE,53,0.57,0.993,7,-3.757,1,0.337,0.00628,0.00796,0.0876,0.405,87.0,audio_features,781V2Y5LPtcpgONEOadadE,spotify:track:781V2Y5LPtcpgONEOadadE,https://api.spotify.com/v1/tracks/781V2Y5LPtcpgONEOadadE,https://api.spotify.com/v1/audio-analysis/781V2Y5LPtcpgONEOadadE,171867,4,1
4TC,Strobes Pt. 2,Lemaitre,The Friendly Sound EP,53fWcBqJKYjWBd9itaM6DG,0,0.695,0.92,2,-5.79,1,0.05,0.211,0.764,0.112,0.627,128.046,audio_features,53fWcBqJKYjWBd9itaM6DG,spotify:track:53fWcBqJKYjWBd9itaM6DG,https://api.spotify.com/v1/tracks/53fWcBqJKYjWBd9itaM6DG,https://api.spotify.com/v1/audio-analysis/53fWcBqJKYjWBd9itaM6DG,230693,4,3
4TC,Dirt Off Your Shoulder,JAY-Z,The Black Album,3IrkbGQCoEPAkzJ0Tkv8nm,60,0.78,0.657,1,-7.149,1,0.317,0.0321,2.56e-06,0.339,0.648,163.969,audio_features,3IrkbGQCoEPAkzJ0Tkv8nm,spotify:track:3IrkbGQCoEPAkzJ0Tkv8nm,https://api.spotify.com/v1/tracks/3IrkbGQCoEPAkzJ0Tkv8nm,https://api.spotify.com/v1/audio-analysis/3IrkbGQCoEPAkzJ0Tkv8nm,245173,4,0
4TC,real things (steve mix),mike.,real things (steve mix),0kZMNEEOuRgEXtrQAvY2AR,44,0.711,0.452,8,-9.243,0,0.129,0.326,0.0,0.118,0.549,124.013,audio_features,0kZMNEEOuRgEXtrQAvY2AR,spotify:track:0kZMNEEOuRgEXtrQAvY2AR,https://api.spotify.com/v1/tracks/0kZMNEEOuRgEXtrQAvY2AR,https://api.spotify.com/v1/audio-analysis/0kZMNEEOuRgEXtrQAvY2AR,162616,4,0
4TC,places to be,Fred again..,ten days,1qfJ6OvxrspQTmcvdIEoX6,69,0.547,0.91,10,-3.723,1,0.0597,0.00765,0.0182,0.0897,0.783,176.009,audio_features,1qfJ6OvxrspQTmcvdIEoX6,spotify:track:1qfJ6OvxrspQTmcvdIEoX6,https://api.spotify.com/v1/tracks/1qfJ6OvxrspQTmcvdIEoX6,https://api.spotify.com/v1/audio-analysis/1qfJ6OvxrspQTmcvdIEoX6,224074,4,1
4TC,Moon (And It Went Like),Kid Francescoli,Play Me Again,20HCH8XT2EK1QYe1loAJ8E,61,0.662,0.657,7,-10.002,1,0.0345,0.289,0.868,0.103,0.0563,117.986,audio_features,20HCH8XT2EK1QYe1loAJ8E,spotify:track:20HCH8XT2EK1QYe1loAJ8E,https://api.spotify.com/v1/tracks/20HCH8XT2EK1QYe1loAJ8E,https://api.spotify.com/v1/audio-analysis/20HCH8XT2EK1QYe1loAJ8E,390639,4,3
4TC,Gorilla,Little Simz,NO THANK YOU,0pJO1tc1GpnxFyQp6Zp82r,59,0.716,0.813,5,-5.748,1,0.256,0.269,0.0,0.104,0.682,90.418,audio_features,0pJO1tc1GpnxFyQp6Zp82r,spotify:track:0pJO1tc1GpnxFyQp6Zp82r,https://api.spotify.com/v1/tracks/0pJO1tc1GpnxFyQp6Zp82r,https://api.spotify.com/v1/audio-analysis/0pJO1tc1GpnxFyQp6Zp82r,245820,4,0
4TC,Yummy,Ayesha Erotica,Fresh Meat,3TFXn86LF4e4bQC6q0SmmP,68,0.776,0.659,10,-12.282,0,0.351,0.0127,0.00035,0.0424,0.656,91.067,audio_features,3TFXn86LF4e4bQC6q0SmmP,spotify:track:3TFXn86LF4e4bQC6q0SmmP,https://api.spotify.com/v1/tracks/3TFXn86LF4e4bQC6q0SmmP,https://api.spotify.com/v1/audio-analysis/3TFXn86LF4e4bQC6q0SmmP,160940,4,0
4TC,Infinity 2008,Guru Josh Project,SLAM!FM Presents Clubbin' Best of 2008/2009,7vseIfb8ooQmXzisuinchZ,2,0.493,0.849,7,-6.139,0,0.0576,0.000337,0.00672,0.355,0.483,127.999,audio_features,7vseIfb8ooQmXzisuinchZ,spotify:track:7vseIfb8ooQmXzisuinchZ,https://api.spotify.com/v1/tracks/7vseIfb8ooQmXzisuinchZ,https://api.spotify.com/v1/audio-analysis/7vseIfb8ooQmXzisuinchZ,190013,4,1
4TC,In My Mind,Dynoro,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,79,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,audio_features,0E9ZjEAyAwOXZ7wJC0PD33,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,184560,4,1
4TC,Baianá,Bakermat,The Ringmaster,17B9XlyyYDKkTmPay4z02V,64,0.587,0.722,2,-6.983,0,0.0709,0.000754,0.668,0.543,0.466,121.964,audio_features,17B9XlyyYDKkTmPay4z02V,spotify:track:17B9XlyyYDKkTmPay4z02V,https://api.spotify.com/v1/tracks/17B9XlyyYDKkTmPay4z02V,https://api.spotify.com/v1/audio-analysis/17B9XlyyYDKkTmPay4z02V,180843,4,3
4TC,Gimme Gimme Gimme (a man after midnight),Syzz,Gimme Gimme Gimme (a man after midnight),0Tp3sIeg6YsqDbRyjYWNUu,61,0.593,0.897,10,-1.85,1,0.0452,0.0265,0.00268,0.69,0.38,123.119,audio_features,0Tp3sIeg6YsqDbRyjYWNUu,spotify:track:0Tp3sIeg6YsqDbRyjYWNUu,https://api.spotify.com/v1/tracks/0Tp3sIeg6YsqDbRyjYWNUu,https://api.spotify.com/v1/audio-analysis/0Tp3sIeg6YsqDbRyjYWNUu,152683,4,2
4TC,Blinding Lights,The Weeknd,After Hours,0VjIjW4GlUZAMYd2vXMi3b,87,0.513,0.73,1,-5.94,1,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4,1
4TC,loose ends,Holywatr,loose ends,2dLK2RCzc738nVOrKjQ2SP,47,0.44,0.934,4,-5.672,1,0.209,0.000155,0.000303,0.0933,0.367,155.088,audio_features,2dLK2RCzc738nVOrKjQ2SP,spotify:track:2dLK2RCzc738nVOrKjQ2SP,https://api.spotify.com/v1/tracks/2dLK2RCzc738nVOrKjQ2SP,https://api.spotify.com/v1/audio-analysis/2dLK2RCzc738nVOrKjQ2SP,213677,4,1
4TC,Manic,Wage War,Manic,5d0CEohvmvqcizfc0cXn1t,59,0.472,0.872,2,-5.244,1,0.0987,0.00328,0.00254,0.212,0.328,180.053,audio_features,5d0CEohvmvqcizfc0cXn1t,spotify:track:5d0CEohvmvqcizfc0cXn1t,https://api.spotify.com/v1/tracks/5d0CEohvmvqcizfc0cXn1t,https://api.spotify.com/v1/audio-analysis/5d0CEohvmvqcizfc0cXn1t,164667,4,1
4TC,Build Me Up (feat. O.D.B.),Rhymefest,Blue Collar,49Q7YpC12D4WxtEKT5K44j,29,0.82,0.832,7,-3.704,1,0.171,0.106,0.0,0.337,0.64,130.535,audio_features,49Q7YpC12D4WxtEKT5K44j,spotify:track:49Q7YpC12D4WxtEKT5K44j,https://api.spotify.com/v1/tracks/49Q7YpC12D4WxtEKT5K44j,https://api.spotify.com/v1/audio-analysis/49Q7YpC12D4WxtEKT5K44j,226747,4,2
4TC,Feel Good,Chip Tha Ripper,Feel Good,69NyBMgYXQD9RZXTZKHdaM,36,0.833,0.517,11,-11.829,0,0.114,0.00427,0.000659,0.0607,0.825,80.014,audio_features,69NyBMgYXQD9RZXTZKHdaM,spotify:track:69NyBMgYXQD9RZXTZKHdaM,https://api.spotify.com/v1/tracks/69NyBMgYXQD9RZXTZKHdaM,https://api.spotify.com/v1/audio-analysis/69NyBMgYXQD9RZXTZKHdaM,228284,4,0
4TC,HEADY,Reaper,heady,7aNW0M1R6eUnoXKpN2HncV,50,0.654,0.584,1,-6.629,1,0.0291,0.0178,0.0,0.23,0.536,115.054,audio_features,7aNW0M1R6eUnoXKpN2HncV,spotify:track:7aNW0M1R6eUnoXKpN2HncV,https://api.spotify.com/v1/tracks/7aNW0M1R6eUnoXKpN2HncV,https://api.spotify.com/v1/audio-analysis/7aNW0M1R6eUnoXKpN2HncV,211639,4,0
4TC,Funeralopolis,Electric Wizard,Dopethrone,6DU1WKdUnR7OZkw7BZl9P0,46,0.0811,0.658,11,-6.804,1,0.051,1.41e-05,0.903,0.111,0.251,62.825,audio_features,6DU1WKdUnR7OZkw7BZl9P0,spotify:track:6DU1WKdUnR7OZkw7BZl9P0,https://api.spotify.com/v1/tracks/6DU1WKdUnR7OZkw7BZl9P0,https://api.spotify.com/v1/audio-analysis/6DU1WKdUnR7OZkw7BZl9P0,523333,4,3
4TC,Loud Places,Jamie xx,In Colour,1jy7SkRcmBCTcv4ZMtwz29,59,0.646,0.63,8,-10.748,0,0.0435,0.00462,0.27,0.122,0.164,109.018,audio_features,1jy7SkRcmBCTcv4ZMtwz29,spotify:track:1jy7SkRcmBCTcv4ZMtwz29,https://api.spotify.com/v1/tracks/1jy7SkRcmBCTcv4ZMtwz29,https://api.spotify.com/v1/audio-analysis/1jy7SkRcmBCTcv4ZMtwz29,283067,4,0
4TC,Rave in the Grave,REDZED,Bohemian Psycho,3R1bUwe5mTclpush3T5P0a,61,0.734,0.878,1,-2.172,1,0.0396,0.000266,0.0,0.0973,0.297,86.03,audio_features,3R1bUwe5mTclpush3T5P0a,spotify:track:3R1bUwe5mTclpush3T5P0a,https://api.spotify.com/v1/tracks/3R1bUwe5mTclpush3T5P0a,https://api.spotify.com/v1/audio-analysis/3R1bUwe5mTclpush3T5P0a,145137,4,1
4TC,Honeypie,JAWNY,For Abby,6FfLg6FFqhCsrFOaHIGkg0,76,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,audio_features,6FfLg6FFqhCsrFOaHIGkg0,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,https://api.spotify.com/v1/tracks/6FfLg6FFqhCsrFOaHIGkg0,https://api.spotify.com/v1/audio-analysis/6FfLg6FFqhCsrFOaHIGkg0,135581,4,0
4TC,All I Ever Wanted - Radio Edit,Basshunter,Now You're Gone - The Album,2PTvik6EqPAIYOclAB3SU8,64,0.645,0.984,4,-7.051,1,0.0508,0.164,0.00701,0.164,0.553,144.954,audio_features,2PTvik6EqPAIYOclAB3SU8,spotify:track:2PTvik6EqPAIYOclAB3SU8,https://api.spotify.com/v1/tracks/2PTvik6EqPAIYOclAB3SU8,https://api.spotify.com/v1/audio-analysis/2PTvik6EqPAIYOclAB3SU8,176453,4,1
4TC,It's All Happening,Saint Motel,The Original Motion Picture Soundtrack,26qRw9eeds0Z6DTZMXMH5v,41,0.618,0.662,0,-4.797,1,0.0262,0.0028,0.000724,0.107,0.398,127.985,audio_features,26qRw9eeds0Z6DTZMXMH5v,spotify:track:26qRw9eeds0Z6DTZMXMH5v,https://api.spotify.com/v1/tracks/26qRw9eeds0Z6DTZMXMH5v,https://api.spotify.com/v1/audio-analysis/26qRw9eeds0Z6DTZMXMH5v,180187,4,1
4TC,At Least I Have Nothing,Saint Motel,Voyeur,2bcMvXfEvsnpfuh7Buppz7,37,0.416,0.56,6,-7.446,0,0.0389,0.00562,0.00191,0.301,0.471,103.647,audio_features,2bcMvXfEvsnpfuh7Buppz7,spotify:track:2bcMvXfEvsnpfuh7Buppz7,https://api.spotify.com/v1/tracks/2bcMvXfEvsnpfuh7Buppz7,https://api.spotify.com/v1/audio-analysis/2bcMvXfEvsnpfuh7Buppz7,215760,4,1
4TC,Help I'm Alive,Metric,Fantasies,0cahtHEywK64NSWqm2SDTi,60,0.57,0.884,5,-4.55,0,0.0601,0.00826,0.00322,0.364,0.405,118.485,audio_features,0cahtHEywK64NSWqm2SDTi,spotify:track:0cahtHEywK64NSWqm2SDTi,https://api.spotify.com/v1/tracks/0cahtHEywK64NSWqm2SDTi,https://api.spotify.com/v1/audio-analysis/0cahtHEywK64NSWqm2SDTi,286013,4,1
4TC,Hip To Be Square,Huey Lewis & The News,Fore!,648BMGrt98kUbLo24A4vgj,60,0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000356,0.139,0.963,140.873,audio_features,648BMGrt98kUbLo24A4vgj,spotify:track:648BMGrt98kUbLo24A4vgj,https://api.spotify.com/v1/tracks/648BMGrt98kUbLo24A4vgj,https://api.spotify.com/v1/audio-analysis/648BMGrt98kUbLo24A4vgj,245467,4,0
4TC,Somebody's Watching Me,Rockwell,Body By Jake: Randy Couture Workout Mix (BPM 104-144),2H2379xRxgQVvcOSoL8Ajr,63,0.791,0.62,1,-6.204,0,0.0344,0.124,4.18e-05,0.0548,0.843,123.933,audio_features,2H2379xRxgQVvcOSoL8Ajr,spotify:track:2H2379xRxgQVvcOSoL8Ajr,https://api.spotify.com/v1/tracks/2H2379xRxgQVvcOSoL8Ajr,https://api.spotify.com/v1/audio-analysis/2H2379xRxgQVvcOSoL8Ajr,293933,4,0
4TC,Bloody Mary,Lady Gaga,Born This Way (Special Edition),11BKm0j4eYoCPPpCONAVwA,73,0.591,0.634,9,-6.365,0,0.0291,0.0107,1.95e-06,0.113,0.44,99.998,audio_features,11BKm0j4eYoCPPpCONAVwA,spotify:track:11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/tracks/11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/audio-analysis/11BKm0j4eYoCPPpCONAVwA,244760,4,1
4TC,Clouds,BUNT.,Levi Don't Do It,3zPco1u9i9bCjkG5pngR5t,75,0.7,0.748,9,-8.16,0,0.0771,0.226,0.796,0.104,0.154,130.056,audio_features,3zPco1u9i9bCjkG5pngR5t,spotify:track:3zPco1u9i9bCjkG5pngR5t,https://api.spotify.com/v1/tracks/3zPco1u9i9bCjkG5pngR5t,https://api.spotify.com/v1/audio-analysis/3zPco1u9i9bCjkG5pngR5t,158761,4,3
4TC,Such a Whore (Stellular Remix),JVLA,Such a Whore (Stellular Remix),6A25J9As7towpxovYryAWr,64,0.624,0.614,2,-4.165,1,0.0448,0.00391,0.0278,0.187,0.139,168.87,audio_features,6A25J9As7towpxovYryAWr,spotify:track:6A25J9As7towpxovYryAWr,https://api.spotify.com/v1/tracks/6A25J9As7towpxovYryAWr,https://api.spotify.com/v1/audio-analysis/6A25J9As7towpxovYryAWr,147638,4,1
4TC,Vanished,Crystal Castles,Crystal Castles,3gGMsx3jxYKfhXq8LMj1tz,66,0.707,0.87,0,-6.659,0,0.0297,0.00182,7.42e-05,0.294,0.663,119.98,audio_features,3gGMsx3jxYKfhXq8LMj1tz,spotify:track:3gGMsx3jxYKfhXq8LMj1tz,https://api.spotify.com/v1/tracks/3gGMsx3jxYKfhXq8LMj1tz,https://api.spotify.com/v1/audio-analysis/3gGMsx3jxYKfhXq8LMj1tz,242960,4,1
4TC,Muscle Club,DJ Muscleboy,Muscle Club,1LOA7DBWRspEy7NAGKs2Gk,22,0.599,0.881,1,-3.699,1,0.13,0.00904,0.000295,0.0512,0.587,150.106,audio_features,1LOA7DBWRspEy7NAGKs2Gk,spotify:track:1LOA7DBWRspEy7NAGKs2Gk,https://api.spotify.com/v1/tracks/1LOA7DBWRspEy7NAGKs2Gk,https://api.spotify.com/v1/audio-analysis/1LOA7DBWRspEy7NAGKs2Gk,150336,4,1
4TC,Given Up,Linkin Park,Minutes to Midnight,1fLlRApgzxWweF1JTf8yM5,77,0.655,0.886,7,-4.116,1,0.0435,0.00113,0.000409,0.0448,0.938,100.088,audio_features,1fLlRApgzxWweF1JTf8yM5,spotify:track:1fLlRApgzxWweF1JTf8yM5,https://api.spotify.com/v1/tracks/1fLlRApgzxWweF1JTf8yM5,https://api.spotify.com/v1/audio-analysis/1fLlRApgzxWweF1JTf8yM5,189293,4,1
4TC,Gucci Flip Flops (feat. Lil Yachty),Bhad Bhabie,15,3hv6ndi7uFT9L9wrhQCsqY,64,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,audio_features,3hv6ndi7uFT9L9wrhQCsqY,spotify:track:3hv6ndi7uFT9L9wrhQCsqY,https://api.spotify.com/v1/tracks/3hv6ndi7uFT9L9wrhQCsqY,https://api.spotify.com/v1/audio-analysis/3hv6ndi7uFT9L9wrhQCsqY,151851,4,0
4TC,Free Bird,MOONLGHT,Free Bird,6ZyCPSTV4ckXENxnEwf8wA,66,0.535,0.897,7,-4.143,1,0.253,0.000835,0.000313,0.657,0.536,141.98,audio_features,6ZyCPSTV4ckXENxnEwf8wA,spotify:track:6ZyCPSTV4ckXENxnEwf8wA,https://api.spotify.com/v1/tracks/6ZyCPSTV4ckXENxnEwf8wA,https://api.spotify.com/v1/audio-analysis/6ZyCPSTV4ckXENxnEwf8wA,114465,4,2
4TC,The Way I Am,Eminem,The Marshall Mathers LP,23wfXwnsPZYe5A1xXRHb3J,72,0.785,0.871,4,-2.692,0,0.265,0.144,0.0,0.309,0.315,87.248,audio_features,23wfXwnsPZYe5A1xXRHb3J,spotify:track:23wfXwnsPZYe5A1xXRHb3J,https://api.spotify.com/v1/tracks/23wfXwnsPZYe5A1xXRHb3J,https://api.spotify.com/v1/audio-analysis/23wfXwnsPZYe5A1xXRHb3J,290427,4,2
4TC,Revenge,XXXTENTACION,17,5TXDeTFVRVY7Cvt0Dw4vWW,84,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,audio_features,5TXDeTFVRVY7Cvt0Dw4vWW,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,120027,4,0
4TC,Such Small Hands,La Dispute,Somewhere at the Bottom of the River Between Vega and Altair (10th Anniversary),31Hx0pInhn2tSq5gdhWv0d,60,0.631,0.728,9,-5.185,0,0.0748,0.226,0.00118,0.0682,0.295,80.003,audio_features,31Hx0pInhn2tSq5gdhWv0d,spotify:track:31Hx0pInhn2tSq5gdhWv0d,https://api.spotify.com/v1/tracks/31Hx0pInhn2tSq5gdhWv0d,https://api.spotify.com/v1/audio-analysis/31Hx0pInhn2tSq5gdhWv0d,95587,4,1
